movement,number,status,codeshareStatus,isCargo,aircraft,airline,callSign,code,flight_type,date
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:23Z', 'local': '2025-01-13 12:23-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:03Z', 'local': '2025-01-13 12:03-05:00'}, 'terminal': '1', 'baggageBelt': '08', 'quality': ['Basic', 'Live']}",P5 7299,Arrived,IsOperator,False,{'model': 'Boeing 737-800'},"{'name': 'Copa  Colombia', 'iata': 'P5', 'icao': 'RPB'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKFL', 'iata': 'FLA', 'name': 'Florencia', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 16:50Z', 'local': '2025-01-13 11:50-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:05Z', 'local': '2025-01-13 12:05-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 9035,Arrived,IsOperator,False,{'model': 'ATR 72'},"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'KJFK', 'iata': 'JFK', 'name': 'New York', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-13 17:25Z', 'local': '2025-01-13 12:25-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:08Z', 'local': '2025-01-13 12:08-05:00'}, 'terminal': '1', 'baggageBelt': '05', 'quality': ['Basic', 'Live']}",AV 21,Arrived,IsOperator,False,"{'reg': 'HK-5365', 'modeS': '0AC9F0', 'model': 'Airbus A320'}","{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA021,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKCC', 'iata': 'CUC', 'name': 'Cúcuta', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 16:59Z', 'local': '2025-01-13 11:59-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:11Z', 'local': '2025-01-13 12:11-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 9407,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'LEMD', 'iata': 'MAD', 'name': 'Madrid', 'timeZone': 'Europe/Madrid'}, 'scheduledTime': {'utc': '2025-01-13 17:55Z', 'local': '2025-01-13 12:55-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:14Z', 'local': '2025-01-13 12:14-05:00'}, 'terminal': '1', 'baggageBelt': '03', 'quality': ['Basic', 'Live']}",AV 27,Arrived,IsOperator,False,"{'reg': 'N780AV', 'modeS': 'AA909A', 'model': 'Boeing 787-8'}","{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA027,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKPE', 'iata': 'PEI', 'name': 'Pereira', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:15Z', 'local': '2025-01-13 12:15-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:16Z', 'local': '2025-01-13 12:16-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4213,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 15:11Z', 'local': '2025-01-13 10:11-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:20Z', 'local': '2025-01-13 12:20-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 9307,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'LFPG', 'iata': 'CDG', 'name': 'Paris', 'timeZone': 'Europe/Paris'}, 'scheduledTime': {'utc': '2025-01-13 18:10Z', 'local': '2025-01-13 13:10-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:23Z', 'local': '2025-01-13 12:23-05:00'}, 'terminal': '1', 'baggageBelt': '04', 'quality': ['Basic', 'Live']}",AV 229,Arrived,IsOperator,False,"{'reg': 'N794AV', 'modeS': 'AAC6F5', 'model': 'Boeing 787-8'}","{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA229,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:24Z', 'local': '2025-01-13 12:24-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:24Z', 'local': '2025-01-13 12:24-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 9726,Canceled,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKSP', 'iata': 'ADZ', 'name': 'San Andrés', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:35Z', 'local': '2025-01-13 12:35-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:25Z', 'local': '2025-01-13 12:25-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 9445,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'KMIA', 'iata': 'MIA', 'name': 'Miami', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-13 17:32Z', 'local': '2025-01-13 12:32-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:25Z', 'local': '2025-01-13 12:25-05:00'}, 'terminal': '1', 'baggageBelt': '02', 'quality': ['Basic', 'Live']}",AA 1145,Arrived,IsOperator,False,"{'reg': 'N335SN', 'modeS': 'A3A9FF', 'model': 'Boeing 737'}","{'name': 'American', 'iata': 'AA', 'icao': 'AAL'}",AAL1145,BOG,arrival,2025-01-13
"{'airport': {'icao': 'KMCO', 'iata': 'MCO', 'name': 'Orlando', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-13 17:45Z', 'local': '2025-01-13 12:45-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:25Z', 'local': '2025-01-13 12:25-05:00'}, 'terminal': '1', 'baggageBelt': '06', 'quality': ['Basic', 'Live']}",NK 1921,Arrived,IsOperator,False,"{'reg': 'N979NK', 'modeS': 'ADA64A', 'model': 'Airbus A320 NEO'}","{'name': 'Spirit', 'iata': 'NK', 'icao': 'NKS'}",NKS1921,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 15:02Z', 'local': '2025-01-13 10:02-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:27Z', 'local': '2025-01-13 12:27-05:00'}, 'terminal': '2', 'baggageBelt': 'CD3', 'quality': ['Basic', 'Live']}",JA 5151,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'JetSMART', 'iata': 'JA', 'icao': 'JAT'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKSM', 'iata': 'SMR', 'name': 'Santa Marta', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:35Z', 'local': '2025-01-13 12:35-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:34Z', 'local': '2025-01-13 12:34-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 9751,Arrived,IsOperator,False,{'model': 'Airbus A319'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'MPTO', 'iata': 'PTY', 'name': 'Tocumen', 'timeZone': 'America/Panama'}, 'scheduledTime': {'utc': '2025-01-13 18:00Z', 'local': '2025-01-13 13:00-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:34Z', 'local': '2025-01-13 12:34-05:00'}, 'terminal': '1', 'baggageBelt': '05', 'quality': ['Basic', 'Live']}",AV 8383,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKMR', 'iata': 'MTR', 'name': 'Montería', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:50Z', 'local': '2025-01-13 12:50-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:37Z', 'local': '2025-01-13 12:37-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 9427,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKPC', 'iata': 'PCR', 'name': 'Puerto Carreño', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 18:25Z', 'local': '2025-01-13 13:25-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:40Z', 'local': '2025-01-13 12:40-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8703,Arrived,IsOperator,False,{'model': 'Embraer RJ145'},"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:46Z', 'local': '2025-01-13 12:46-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:40Z', 'local': '2025-01-13 12:40-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4273,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKPS', 'iata': 'PSO', 'name': 'Pasto', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:35Z', 'local': '2025-01-13 12:35-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:40Z', 'local': '2025-01-13 12:40-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 8562,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKBQ', 'iata': 'BAQ', 'name': 'Barranquilla', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:52Z', 'local': '2025-01-13 12:52-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:42Z', 'local': '2025-01-13 12:42-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 8455,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKPP', 'iata': 'PPN', 'name': 'Popayán', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:54Z', 'local': '2025-01-13 12:54-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:43Z', 'local': '2025-01-13 12:43-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 4892,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKVP', 'iata': 'VUP', 'name': 'Valledupar', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:43Z', 'local': '2025-01-13 12:43-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:47Z', 'local': '2025-01-13 12:47-05:00'}, 'terminal': '1', 'baggageBelt': '09', 'quality': ['Basic', 'Live']}",AV 9411,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKPD', 'iata': 'PDA', 'name': 'Puerto Inírida', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:31Z', 'local': '2025-01-13 12:31-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:50Z', 'local': '2025-01-13 12:50-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8775,Arrived,IsOperator,False,,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,BOG,arrival,2025-01-13
"{'airport': {'name': 'Unknown'}, 'scheduledTime': {'utc': '2025-01-13 17:50Z', 'local': '2025-01-13 12:50-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:50Z', 'local': '2025-01-13 12:50-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",6N 173,Arrived,IsOperator,True,,"{'name': 'Niger', 'iata': '6N', 'icao': 'NIN'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKSM', 'iata': 'SMR', 'name': 'Santa Marta', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 17:54Z', 'local': '2025-01-13 12:54-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:54Z', 'local': '2025-01-13 12:54-05:00'}, 'terminal': '2', 'baggageBelt': 'CD3', 'quality': ['Basic', 'Live']}",JA 5171,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'JetSMART', 'iata': 'JA', 'icao': 'JAT'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 18:09Z', 'local': '2025-01-13 13:09-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:55Z', 'local': '2025-01-13 12:55-05:00'}, 'terminal': '1', 'baggageBelt': '08', 'quality': ['Basic', 'Live']}",P5 7251,Arrived,IsOperator,False,{'model': 'Boeing 737-800'},"{'name': 'Copa  Colombia', 'iata': 'P5', 'icao': 'RPB'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SEGU', 'iata': 'GYE', 'name': 'Guayaquil', 'timeZone': 'America/Guayaquil'}, 'scheduledTime': {'utc': '2025-01-13 17:59Z', 'local': '2025-01-13 12:59-05:00'}, 'revisedTime': {'utc': '2025-01-13 17:55Z', 'local': '2025-01-13 12:55-05:00'}, 'terminal': '1', 'baggageBelt': '01', 'quality': ['Basic', 'Live']}",AV 76,Arrived,IsOperator,False,"{'reg': 'N647AV', 'modeS': 'A87F50', 'model': 'Airbus A320'}","{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA076,BOG,arrival,2025-01-13
"{'airport': {'icao': 'MROC', 'iata': 'SJO', 'name': 'San José', 'timeZone': 'America/Costa_Rica'}, 'scheduledTime': {'utc': '2025-01-13 18:25Z', 'local': '2025-01-13 13:25-05:00'}, 'revisedTime': {'utc': '2025-01-13 18:02Z', 'local': '2025-01-13 13:02-05:00'}, 'terminal': '1', 'baggageBelt': '03', 'quality': ['Basic', 'Live']}",AV 697,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKSM', 'iata': 'SMR', 'name': 'Santa Marta', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 18:25Z', 'local': '2025-01-13 13:25-05:00'}, 'revisedTime': {'utc': '2025-01-13 18:04Z', 'local': '2025-01-13 13:04-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 4805,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKMD', 'iata': 'EOH', 'name': 'Medellín', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 18:10Z', 'local': '2025-01-13 13:10-05:00'}, 'revisedTime': {'utc': '2025-01-13 18:05Z', 'local': '2025-01-13 13:05-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8766,Arrived,IsOperator,False,{'model': 'Embraer RJ145'},"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,BOG,arrival,2025-01-13
"{'airport': {'icao': 'SKBQ', 'iata': 'BAQ', 'name': 'Barranquilla', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-13 18:04Z', 'local': '2025-01-13 13:04-05:00'}, 'revisedTime': {'utc': '2025-01-13 18:05Z', 'local': '2025-01-13 13:05-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4129,Arrived,IsOperator,False,{'model': 'Airbus A320'},"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,BOG,arrival,2025-01-13
