movement,number,status,codeshareStatus,isCargo,airline,aircraft,callSign,flight_type,code
"{'airport': {'name': 'MSK'}, 'scheduledTime': {'utc': '2025-02-21 16:50Z', 'local': '2025-02-21 11:50-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:00Z', 'local': '2025-02-21 12:00-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 9003,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",,,arrival,BOG
"{'airport': {'icao': 'VIDP', 'iata': 'DEL', 'name': 'New Delhi', 'timeZone': 'Asia/Kolkata'}, 'scheduledTime': {'utc': '2025-02-21 17:00Z', 'local': '2025-02-21 12:00-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:00Z', 'local': '2025-02-21 12:00-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",AI 1153,Expected,IsOperator,True,"{'name': 'Air India', 'iata': 'AI', 'icao': 'AIC'}",,,arrival,BOG
"{'airport': {'icao': 'SKMR', 'iata': 'MTR', 'name': 'Montería', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 16:41Z', 'local': '2025-02-21 11:41-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:01Z', 'local': '2025-02-21 12:01-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 8443,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKPE', 'iata': 'PEI', 'name': 'Pereira', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 16:59Z', 'local': '2025-02-21 11:59-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:04Z', 'local': '2025-02-21 12:04-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 8512,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320 NEO'},,arrival,BOG
"{'airport': {'icao': 'SKBQ', 'iata': 'BAQ', 'name': 'Barranquilla', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 16:52Z', 'local': '2025-02-21 11:52-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:06Z', 'local': '2025-02-21 12:06-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 8431,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SBGR', 'iata': 'GRU', 'name': 'São Paulo', 'timeZone': 'America/Sao_Paulo'}, 'scheduledTime': {'utc': '2025-02-21 16:20Z', 'local': '2025-02-21 11:20-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:09Z', 'local': '2025-02-21 12:09-05:00'}, 'terminal': '1', 'baggageBelt': '02', 'quality': ['Basic', 'Live']}",AV 86,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}","{'reg': 'N800AV', 'modeS': 'AAE1F1', 'model': 'Boeing 787-8'}",AVA086,arrival,BOG
"{'airport': {'icao': 'SKIB', 'iata': 'IBE', 'name': 'Ibagué', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 17:10Z', 'local': '2025-02-21 12:10-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:09Z', 'local': '2025-02-21 12:09-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4388,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKPS', 'iata': 'PSO', 'name': 'Pasto', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 17:35Z', 'local': '2025-02-21 12:35-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:11Z', 'local': '2025-02-21 12:11-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 8562,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 17:24Z', 'local': '2025-02-21 12:24-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:14Z', 'local': '2025-02-21 12:14-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 9726,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKSP', 'iata': 'ADZ', 'name': 'San Andrés', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-21 17:35Z', 'local': '2025-02-21 12:35-05:00'}, 'revisedTime': {'utc': '2025-02-21 17:15Z', 'local': '2025-02-21 12:15-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 9445,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
