movement,number,status,codeshareStatus,isCargo,airline,callSign,aircraft,flight_type,code
"{'airport': {'icao': 'SKVP', 'iata': 'VUP', 'name': 'Valledupar', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:43Z', 'local': '2025-02-20 12:43-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:23Z', 'local': '2025-02-20 12:23-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 9411,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SEGU', 'iata': 'GYE', 'name': 'Guayaquil', 'timeZone': 'America/Guayaquil'}, 'scheduledTime': {'utc': '2025-02-20 16:50Z', 'local': '2025-02-20 11:50-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:23Z', 'local': '2025-02-20 12:23-05:00'}, 'terminal': '1', 'baggageBelt': '04', 'quality': ['Basic', 'Live']}",AV 8384,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'name': 'MSK'}, 'scheduledTime': {'utc': '2025-02-20 17:20Z', 'local': '2025-02-20 12:20-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:30Z', 'local': '2025-02-20 12:30-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 9007,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",,,arrival,BOG
"{'airport': {'icao': 'SKMD', 'iata': 'EOH', 'name': 'Medellín', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 16:57Z', 'local': '2025-02-20 11:57-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:30Z', 'local': '2025-02-20 12:30-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8766,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,{'model': 'Embraer RJ145'},arrival,BOG
"{'airport': {'icao': 'SKAS', 'iata': 'PUU', 'name': 'Puerto Asís', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 16:57Z', 'local': '2025-02-20 11:57-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:30Z', 'local': '2025-02-20 12:30-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8659,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,{'model': 'ATR 72'},arrival,BOG
"{'airport': {'icao': 'SKPS', 'iata': 'PSO', 'name': 'Pasto', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:35Z', 'local': '2025-02-20 12:35-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:32Z', 'local': '2025-02-20 12:32-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 8562,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:59Z', 'local': '2025-02-20 12:59-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:37Z', 'local': '2025-02-20 12:37-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4101,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:48Z', 'local': '2025-02-20 12:48-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:37Z', 'local': '2025-02-20 12:37-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 9339,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKBQ', 'iata': 'BAQ', 'name': 'Barranquilla', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:49Z', 'local': '2025-02-20 12:49-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:40Z', 'local': '2025-02-20 12:40-05:00'}, 'terminal': '2', 'baggageBelt': 'CD3', 'quality': ['Basic', 'Live']}",JA 5383,Arrived,IsOperator,False,"{'name': 'JetSMART', 'iata': 'JA', 'icao': 'JAT'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKCC', 'iata': 'CUC', 'name': 'Cúcuta', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:59Z', 'local': '2025-02-20 12:59-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:43Z', 'local': '2025-02-20 12:43-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 9459,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKLG', 'iata': 'LQM', 'name': 'Puerto Leguízamo', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 16:35Z', 'local': '2025-02-20 11:35-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:45Z', 'local': '2025-02-20 12:45-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8777,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,,arrival,BOG
"{'airport': {'icao': 'SKPP', 'iata': 'PPN', 'name': 'Popayán', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:54Z', 'local': '2025-02-20 12:54-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:45Z', 'local': '2025-02-20 12:45-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 4892,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKMR', 'iata': 'MTR', 'name': 'Montería', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:50Z', 'local': '2025-02-20 12:50-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:48Z', 'local': '2025-02-20 12:48-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 9427,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SVMI', 'iata': 'CCS', 'name': 'Caracas', 'timeZone': 'America/Caracas'}, 'scheduledTime': {'utc': '2025-02-20 17:35Z', 'local': '2025-02-20 12:35-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:49Z', 'local': '2025-02-20 12:49-05:00'}, 'terminal': '1', 'baggageBelt': '02', 'quality': ['Basic', 'Live']}",AV 143,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA143,"{'modeS': 'A4D7DC', 'model': 'Airbus A320'}",arrival,BOG
"{'airport': {'icao': 'SKNV', 'iata': 'NVA', 'name': 'Neiva', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:15Z', 'local': '2025-02-20 13:15-05:00'}, 'revisedTime': {'utc': '2025-02-20 17:59Z', 'local': '2025-02-20 12:59-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4259,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKBQ', 'iata': 'BAQ', 'name': 'Barranquilla', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:52Z', 'local': '2025-02-20 12:52-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:02Z', 'local': '2025-02-20 13:02-05:00'}, 'terminal': '1', 'baggageBelt': '09', 'quality': ['Basic', 'Live']}",AV 8455,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'MDSD', 'iata': 'SDQ', 'name': 'Santo Domingo City', 'timeZone': 'America/Santo_Domingo'}, 'scheduledTime': {'utc': '2025-02-20 18:25Z', 'local': '2025-02-20 13:25-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:04Z', 'local': '2025-02-20 13:04-05:00'}, 'terminal': '1', 'baggageBelt': '06', 'quality': ['Basic', 'Live']}",AV 209,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA209,"{'reg': 'N919AV', 'modeS': 'ACB82E', 'model': 'Airbus A320 NEO'}",arrival,BOG
"{'airport': {'icao': 'SKPD', 'iata': 'PDA', 'name': 'Puerto Inírida', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:05Z', 'local': '2025-02-20 13:05-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:05Z', 'local': '2025-02-20 13:05-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",6N 2151,Arrived,IsOperator,True,"{'name': 'Niger', 'iata': '6N', 'icao': 'NIN'}",,,arrival,BOG
"{'airport': {'icao': 'SKBG', 'iata': 'BGA', 'name': 'Bucaramanga', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:52Z', 'local': '2025-02-20 12:52-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:06Z', 'local': '2025-02-20 13:06-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 9461,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320 NEO'},arrival,BOG
"{'airport': {'icao': 'LFPG', 'iata': 'CDG', 'name': 'Paris', 'timeZone': 'Europe/Paris'}, 'scheduledTime': {'utc': '2025-02-20 18:10Z', 'local': '2025-02-20 13:10-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:06Z', 'local': '2025-02-20 13:06-05:00'}, 'terminal': '1', 'baggageBelt': '04', 'quality': ['Basic', 'Live']}",AV 229,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA229,"{'reg': 'N781AV', 'modeS': 'AA9451', 'model': 'Boeing 787-8'}",arrival,BOG
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:07Z', 'local': '2025-02-20 13:07-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:07Z', 'local': '2025-02-20 13:07-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",AI 1169,Arrived,IsOperator,True,"{'name': 'Air India', 'iata': 'AI', 'icao': 'AIC'}",,,arrival,BOG
"{'airport': {'icao': 'MSLP', 'iata': 'SAL', 'name': 'Santa Clara', 'timeZone': 'America/El_Salvador'}, 'scheduledTime': {'utc': '2025-02-20 18:20Z', 'local': '2025-02-20 13:20-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:09Z', 'local': '2025-02-20 13:09-05:00'}, 'terminal': '1', 'baggageBelt': '01', 'quality': ['Basic', 'Live']}",AV 383,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKPD', 'iata': 'PDA', 'name': 'Puerto Inírida', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:20Z', 'local': '2025-02-20 12:20-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:10Z', 'local': '2025-02-20 13:10-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8705,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,{'model': 'Embraer RJ145'},arrival,BOG
"{'airport': {'icao': 'SKSP', 'iata': 'ADZ', 'name': 'San Andrés', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:59Z', 'local': '2025-02-20 12:59-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:16Z', 'local': '2025-02-20 13:16-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 8561,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'MPTO', 'iata': 'PTY', 'name': 'Tocumen', 'timeZone': 'America/Panama'}, 'scheduledTime': {'utc': '2025-02-20 18:29Z', 'local': '2025-02-20 13:29-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:19Z', 'local': '2025-02-20 13:19-05:00'}, 'terminal': '1', 'baggageBelt': '06', 'quality': ['Basic', 'Live']}",CM 415,Arrived,IsOperator,False,"{'name': 'Copa', 'iata': 'CM', 'icao': 'CMP'}",,{'model': 'Boeing 737-800'},arrival,BOG
"{'airport': {'icao': 'SKRH', 'iata': 'RCH', 'name': 'Rio de la Hacha', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:23Z', 'local': '2025-02-20 13:23-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:19Z', 'local': '2025-02-20 13:19-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 8591,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'MDPC', 'iata': 'PUJ', 'name': 'Punta Cana', 'timeZone': 'America/Santo_Domingo'}, 'scheduledTime': {'utc': '2025-02-20 18:35Z', 'local': '2025-02-20 13:35-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:19Z', 'local': '2025-02-20 13:19-05:00'}, 'terminal': '1', 'baggageBelt': '03', 'quality': ['Basic', 'Live']}",AV 129,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",AVA129,"{'reg': 'HK-5388', 'modeS': '0ACA5D', 'model': 'Airbus A320'}",arrival,BOG
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:15Z', 'local': '2025-02-20 13:15-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:22Z', 'local': '2025-02-20 13:22-05:00'}, 'terminal': '1', 'baggageBelt': '08', 'quality': ['Basic', 'Live']}",LA 4050,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:26Z', 'local': '2025-02-20 13:26-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:22Z', 'local': '2025-02-20 13:22-05:00'}, 'terminal': '1', 'baggageBelt': '08', 'quality': ['Basic', 'Live']}",LA 4041,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'MGGT', 'iata': 'GUA', 'name': 'Guatemala City', 'timeZone': 'America/Guatemala'}, 'scheduledTime': {'utc': '2025-02-20 18:54Z', 'local': '2025-02-20 13:54-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:24Z', 'local': '2025-02-20 13:24-05:00'}, 'terminal': '1', 'baggageBelt': '02', 'quality': ['Basic', 'Live']}",AV 743,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKUI', 'iata': 'UIB', 'name': 'Quibdó', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:25Z', 'local': '2025-02-20 13:25-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:25Z', 'local': '2025-02-20 13:25-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 8477,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKPE', 'iata': 'PEI', 'name': 'Pereira', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:40Z', 'local': '2025-02-20 13:40-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:26Z', 'local': '2025-02-20 13:26-05:00'}, 'terminal': '1', 'baggageBelt': '10', 'quality': ['Basic', 'Live']}",AV 4802,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'ATR 72'},arrival,BOG
"{'airport': {'icao': 'MROC', 'iata': 'SJO', 'name': 'San José', 'timeZone': 'America/Costa_Rica'}, 'scheduledTime': {'utc': '2025-02-20 18:25Z', 'local': '2025-02-20 13:25-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:26Z', 'local': '2025-02-20 13:26-05:00'}, 'terminal': '1', 'baggageBelt': '05', 'quality': ['Basic', 'Live']}",AV 697,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320 NEO'},arrival,BOG
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:34Z', 'local': '2025-02-20 13:34-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:30Z', 'local': '2025-02-20 13:30-05:00'}, 'terminal': '2', 'baggageBelt': 'CD3', 'quality': ['Basic', 'Live']}",JA 5111,Arrived,IsOperator,False,"{'name': 'JetSMART', 'iata': 'JA', 'icao': 'JAT'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKBG', 'iata': 'BGA', 'name': 'Bucaramanga', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:55Z', 'local': '2025-02-20 13:55-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:34Z', 'local': '2025-02-20 13:34-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4175,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKFL', 'iata': 'FLA', 'name': 'Florencia', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:10Z', 'local': '2025-02-20 13:10-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:35Z', 'local': '2025-02-20 13:35-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8646,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",,{'model': 'ATR 72'},arrival,BOG
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:22Z', 'local': '2025-02-20 13:22-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:38Z', 'local': '2025-02-20 13:38-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 9346,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:59Z', 'local': '2025-02-20 13:59-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:39Z', 'local': '2025-02-20 13:39-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 8559,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",,{'model': 'Airbus A320'},arrival,BOG
"{'airport': {'icao': 'SKAS', 'iata': 'PUU', 'name': 'Puerto Asís', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 18:30Z', 'local': '2025-02-20 13:30-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:40Z', 'local': '2025-02-20 13:40-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 8995,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",,{'model': 'ATR 72'},arrival,BOG
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-02-20 17:45Z', 'local': '2025-02-20 12:45-05:00'}, 'revisedTime': {'utc': '2025-02-20 18:47Z', 'local': '2025-02-20 13:47-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 7892,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",,{'model': 'ATR 72'},arrival,BOG
