movement,number,status,codeshareStatus,isCargo,airline,aircraft,callSign,flight_type,code
"{'airport': {'icao': 'SKSM', 'iata': 'SMR', 'name': 'Santa Marta', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:44Z', 'local': '2025-01-11 12:44-05:00'}, 'revisedTime': {'utc': '2025-01-11 17:46Z', 'local': '2025-01-11 12:46-05:00'}, 'terminal': '2', 'baggageBelt': 'CD3', 'quality': ['Basic', 'Live']}",JA 5171,Arrived,IsOperator,False,"{'name': 'JetSMART', 'iata': 'JA', 'icao': 'JAT'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKBG', 'iata': 'BGA', 'name': 'Bucaramanga', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:52Z', 'local': '2025-01-11 12:52-05:00'}, 'revisedTime': {'utc': '2025-01-11 17:52Z', 'local': '2025-01-11 12:52-05:00'}, 'terminal': '1', 'baggageBelt': '09', 'quality': ['Basic', 'Live']}",AV 9461,Canceled,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'KJFK', 'iata': 'JFK', 'name': 'New York', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-11 17:25Z', 'local': '2025-01-11 12:25-05:00'}, 'revisedTime': {'utc': '2025-01-11 17:55Z', 'local': '2025-01-11 12:55-05:00'}, 'terminal': '1', 'baggageBelt': '05', 'quality': ['Basic', 'Live']}",AV 21,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}","{'reg': 'N919AV', 'modeS': 'ACB82E', 'model': 'Airbus A320'}",AVA021,arrival,BOG
"{'airport': {'icao': 'SKPD', 'iata': 'PDA', 'name': 'Puerto Inírida', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:57Z', 'local': '2025-01-11 12:57-05:00'}, 'revisedTime': {'utc': '2025-01-11 17:57Z', 'local': '2025-01-11 12:57-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",6N 151,Arrived,IsOperator,True,"{'name': 'Niger', 'iata': '6N', 'icao': 'NIN'}",,,arrival,BOG
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 15:11Z', 'local': '2025-01-11 10:11-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:00Z', 'local': '2025-01-11 13:00-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 9307,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKMD', 'iata': 'EOH', 'name': 'Medellín', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:45Z', 'local': '2025-01-11 12:45-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:00Z', 'local': '2025-01-11 13:00-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 9109,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",{'model': 'ATR 72'},,arrival,BOG
"{'airport': {'icao': 'SBGL', 'iata': 'GIG', 'name': 'Rio de Janeiro', 'timeZone': 'America/Sao_Paulo'}, 'scheduledTime': {'utc': '2025-01-11 11:00Z', 'local': '2025-01-11 06:00-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:05Z', 'local': '2025-01-11 13:05-05:00'}, 'terminal': '1', 'baggageBelt': '01', 'quality': ['Basic', 'Live']}",AV 198,Delayed,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKUC', 'iata': 'AUC', 'name': 'Arauca', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:35Z', 'local': '2025-01-11 11:35-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:05Z', 'local': '2025-01-11 13:05-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8711,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",{'model': 'Embraer RJ145'},,arrival,BOG
"{'airport': {'icao': 'SKSP', 'iata': 'ADZ', 'name': 'San Andrés', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 18:10Z', 'local': '2025-01-11 13:10-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:10Z', 'local': '2025-01-11 13:10-05:00'}, 'terminal': '1', 'baggageBelt': '08', 'quality': ['Basic', 'Live']}",LA 4225,Canceled,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKUC', 'iata': 'AUC', 'name': 'Arauca', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:20Z', 'local': '2025-01-11 11:20-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:10Z', 'local': '2025-01-11 13:10-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 9171,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",{'model': 'ATR 72'},,arrival,BOG
"{'airport': {'icao': 'MSLP', 'iata': 'SAL', 'name': 'Santa Clara', 'timeZone': 'America/El_Salvador'}, 'scheduledTime': {'utc': '2025-01-11 18:20Z', 'local': '2025-01-11 13:20-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:12Z', 'local': '2025-01-11 13:12-05:00'}, 'terminal': '1', 'baggageBelt': '02', 'quality': ['Basic', 'Live']}",AV 383,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKRH', 'iata': 'RCH', 'name': 'Rio de la Hacha', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 18:15Z', 'local': '2025-01-11 13:15-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:15Z', 'local': '2025-01-11 13:15-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4241,Canceled,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:56Z', 'local': '2025-01-11 12:56-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:20Z', 'local': '2025-01-11 13:20-05:00'}, 'terminal': '2', 'baggageBelt': 'CD3', 'quality': ['Basic', 'Live']}",JA 5151,Arrived,IsOperator,False,"{'name': 'JetSMART', 'iata': 'JA', 'icao': 'JAT'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'MGGT', 'iata': 'GUA', 'name': 'Guatemala City', 'timeZone': 'America/Guatemala'}, 'scheduledTime': {'utc': '2025-01-11 18:54Z', 'local': '2025-01-11 13:54-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:21Z', 'local': '2025-01-11 13:21-05:00'}, 'terminal': '1', 'baggageBelt': '05', 'quality': ['Basic', 'Live']}",AV 743,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 18:03Z', 'local': '2025-01-11 13:03-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:24Z', 'local': '2025-01-11 13:24-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",P5 7229,Arrived,IsOperator,False,"{'name': 'Copa  Colombia', 'iata': 'P5', 'icao': 'RPB'}",{'model': 'Boeing 737-800'},,arrival,BOG
"{'airport': {'icao': 'MDSD', 'iata': 'SDQ', 'name': 'Santo Domingo City', 'timeZone': 'America/Santo_Domingo'}, 'scheduledTime': {'utc': '2025-01-11 18:25Z', 'local': '2025-01-11 13:25-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:29Z', 'local': '2025-01-11 13:29-05:00'}, 'terminal': '1', 'baggageBelt': '06', 'quality': ['Basic', 'Live']}",AV 209,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}","{'reg': 'N764AV', 'modeS': 'AA5078', 'model': 'Airbus A320'}",AVA209,arrival,BOG
"{'airport': {'icao': 'SKVP', 'iata': 'VUP', 'name': 'Valledupar', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:43Z', 'local': '2025-01-11 12:43-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:30Z', 'local': '2025-01-11 13:30-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 9411,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'MROC', 'iata': 'SJO', 'name': 'San José', 'timeZone': 'America/Costa_Rica'}, 'scheduledTime': {'utc': '2025-01-11 18:25Z', 'local': '2025-01-11 13:25-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:32Z', 'local': '2025-01-11 13:32-05:00'}, 'terminal': '1', 'baggageBelt': '03', 'quality': ['Basic', 'Live']}",AV 697,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKUC', 'iata': 'AUC', 'name': 'Arauca', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:24Z', 'local': '2025-01-11 11:24-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:32Z', 'local': '2025-01-11 13:32-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 8551,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 14:35Z', 'local': '2025-01-11 09:35-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:37Z', 'local': '2025-01-11 13:37-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 8416,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'MPTO', 'iata': 'PTY', 'name': 'Tocumen', 'timeZone': 'America/Panama'}, 'scheduledTime': {'utc': '2025-01-11 18:40Z', 'local': '2025-01-11 13:40-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:40Z', 'local': '2025-01-11 13:40-05:00'}, 'terminal': '1', 'baggageBelt': '04', 'quality': ['Basic', 'Live']}",CM 415,Arrived,IsOperator,False,"{'name': 'Copa', 'iata': 'CM', 'icao': 'CMP'}",{'model': 'Boeing 737-800'},,arrival,BOG
"{'airport': {'icao': 'SKCL', 'iata': 'CLO', 'name': 'Santiago de Cali', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:45Z', 'local': '2025-01-11 11:45-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:43Z', 'local': '2025-01-11 13:43-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 8422,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'MPTO', 'iata': 'PTY', 'name': 'Tocumen', 'timeZone': 'America/Panama'}, 'scheduledTime': {'utc': '2025-01-11 16:20Z', 'local': '2025-01-11 11:20-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:44Z', 'local': '2025-01-11 13:44-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",6N 171,Arrived,IsOperator,True,"{'name': 'Niger', 'iata': '6N', 'icao': 'NIN'}",,,arrival,BOG
"{'airport': {'icao': 'SKRG', 'iata': 'MDE', 'name': 'Rionegro', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 18:22Z', 'local': '2025-01-11 13:22-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:45Z', 'local': '2025-01-11 13:45-05:00'}, 'terminal': '1', 'baggageBelt': '11', 'quality': ['Basic', 'Live']}",AV 9346,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'KMIA', 'iata': 'MIA', 'name': 'Miami', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-11 19:15Z', 'local': '2025-01-11 14:15-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:45Z', 'local': '2025-01-11 13:45-05:00'}, 'terminal': '1', 'baggageBelt': '03', 'quality': ['Basic', 'Live']}",AA 1151,Arrived,IsOperator,False,"{'name': 'American', 'iata': 'AA', 'icao': 'AAL'}","{'reg': 'N328RR', 'modeS': 'A38D8F', 'model': 'Boeing 737'}",AAL1151,arrival,BOG
"{'airport': {'icao': 'SKMD', 'iata': 'EOH', 'name': 'Medellín', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 15:25Z', 'local': '2025-01-11 10:25-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:45Z', 'local': '2025-01-11 13:45-05:00'}, 'terminal': '2', 'baggageBelt': 'CD1', 'quality': ['Basic', 'Live']}",9R 8766,Arrived,IsOperator,False,"{'name': 'SATENA', 'iata': '9R', 'icao': 'NSE'}",{'model': 'Embraer RJ145'},,arrival,BOG
"{'airport': {'icao': 'SKPE', 'iata': 'PEI', 'name': 'Pereira', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:59Z', 'local': '2025-01-11 11:59-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:50Z', 'local': '2025-01-11 13:50-05:00'}, 'terminal': '1', 'baggageBelt': '13', 'quality': ['Basic', 'Live']}",AV 8512,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'KMIA', 'iata': 'MIA', 'name': 'Miami', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-11 19:09Z', 'local': '2025-01-11 14:09-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:51Z', 'local': '2025-01-11 13:51-05:00'}, 'terminal': '1', 'baggageBelt': '03', 'quality': ['Basic', 'Live']}",AV 9,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}","{'reg': 'HK-5367', 'modeS': '0AC9EE', 'model': 'Airbus A320'}",AVA009,arrival,BOG
"{'airport': {'icao': 'SKAR', 'iata': 'AXM', 'name': 'Armenia', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:59Z', 'local': '2025-01-11 11:59-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:54Z', 'local': '2025-01-11 13:54-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 4866,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKMR', 'iata': 'MTR', 'name': 'Montería', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 17:50Z', 'local': '2025-01-11 12:50-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:56Z', 'local': '2025-01-11 13:56-05:00'}, 'terminal': '1', 'baggageBelt': '12', 'quality': ['Basic', 'Live']}",AV 9427,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'MPPA', 'iata': 'BLB', 'name': 'Panamá City', 'timeZone': 'America/Panama'}, 'scheduledTime': {'utc': '2025-01-11 19:31Z', 'local': '2025-01-11 14:31-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:58Z', 'local': '2025-01-11 13:58-05:00'}, 'terminal': '1', 'baggageBelt': '05', 'quality': ['Basic', 'Live']}",P5 7073,Arrived,IsOperator,False,"{'name': 'Copa  Colombia', 'iata': 'P5', 'icao': 'RPB'}",{'model': 'Boeing 737-800'},,arrival,BOG
"{'airport': {'icao': 'SKCG', 'iata': 'CTG', 'name': 'Cartagena de Indias', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 18:56Z', 'local': '2025-01-11 13:56-05:00'}, 'revisedTime': {'utc': '2025-01-11 18:59Z', 'local': '2025-01-11 13:59-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4189,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKMU', 'iata': 'MVP', 'name': 'Mitú', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 19:00Z', 'local': '2025-01-11 14:00-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:00Z', 'local': '2025-01-11 14:00-05:00'}, 'terminal': '2', 'quality': ['Basic', 'Live']}",6N 159,Arrived,IsOperator,True,"{'name': 'Niger', 'iata': '6N', 'icao': 'NIN'}",,,arrival,BOG
"{'airport': {'icao': 'KFLL', 'iata': 'FLL', 'name': 'Fort Lauderdale', 'timeZone': 'America/New_York'}, 'scheduledTime': {'utc': '2025-01-11 19:11Z', 'local': '2025-01-11 14:11-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:00Z', 'local': '2025-01-11 14:00-05:00'}, 'terminal': '1', 'baggageBelt': '02', 'quality': ['Basic', 'Live']}",NK 807,Arrived,IsOperator,False,"{'name': 'Spirit', 'iata': 'NK', 'icao': 'NKS'}","{'reg': 'N957NK', 'modeS': 'AD4FDE', 'model': 'Airbus A320 NEO'}",NKS807,arrival,BOG
"{'airport': {'icao': 'MDPC', 'iata': 'PUJ', 'name': 'Punta Cana', 'timeZone': 'America/Santo_Domingo'}, 'scheduledTime': {'utc': '2025-01-11 18:35Z', 'local': '2025-01-11 13:35-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:03Z', 'local': '2025-01-11 14:03-05:00'}, 'terminal': '1', 'baggageBelt': '01', 'quality': ['Basic', 'Live']}",AV 129,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}","{'reg': 'HK-5368', 'modeS': '0AC9F2', 'model': 'Airbus A320'}",AVA129,arrival,BOG
"{'airport': {'icao': 'SKMZ', 'iata': 'MZL', 'name': 'Manizales', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:30Z', 'local': '2025-01-11 11:30-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:10Z', 'local': '2025-01-11 14:10-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 7835,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",{'model': 'ATR 72'},,arrival,BOG
"{'airport': {'icao': 'SKFL', 'iata': 'FLA', 'name': 'Florencia', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 16:50Z', 'local': '2025-01-11 11:50-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:10Z', 'local': '2025-01-11 14:10-05:00'}, 'terminal': '2', 'baggageBelt': 'CD2', 'quality': ['Basic', 'Live']}",VE 9035,Arrived,IsOperator,False,"{'name': 'EasyFly', 'iata': 'VE', 'icao': 'EFY'}",{'model': 'ATR 72'},,arrival,BOG
"{'airport': {'icao': 'SPJC', 'iata': 'LIM', 'name': 'Lima', 'timeZone': 'America/Lima'}, 'scheduledTime': {'utc': '2025-01-11 18:50Z', 'local': '2025-01-11 13:50-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:15Z', 'local': '2025-01-11 14:15-05:00'}, 'terminal': '1', 'baggageBelt': '04', 'quality': ['Basic', 'Live']}",AV 50,Arrived,IsOperator,False,"{'name': 'Avianca', 'iata': 'AV', 'icao': 'AVA'}",{'model': 'Airbus A320'},,arrival,BOG
"{'airport': {'icao': 'SKMR', 'iata': 'MTR', 'name': 'Montería', 'timeZone': 'America/Bogota'}, 'scheduledTime': {'utc': '2025-01-11 18:39Z', 'local': '2025-01-11 13:39-05:00'}, 'revisedTime': {'utc': '2025-01-11 19:16Z', 'local': '2025-01-11 14:16-05:00'}, 'terminal': '1', 'baggageBelt': '07', 'quality': ['Basic', 'Live']}",LA 4199,Arrived,IsOperator,False,"{'name': 'LATAM', 'iata': 'LA', 'icao': 'LAN'}",{'model': 'Airbus A320'},,arrival,BOG
